tweet_id,created_at,user_name,screen_name,original_text,cleaned_text,normalized_text,preprocessed_text
2076894699177357520,Tue Jul 14 05:00:57 +0000 2026,Ruang Publik Politik,rublikpol,"Halo Rublikpolian! 👋

Kenaikan harga Pertamax sempat menjadi sorotan publik. Sebenarnya apa yang terjadi di balik kenaikan ini? 🤔 
Berikut penjelasannya 👇",halo rublikpolian kenaikan harga pertamax sempat menjadi sorotan publik sebenarnya apa yang terjadi di balik kenaikan ini berikut penjelasannya,halo rublikpolian kenaikan harga pertamax sempat menjadi sorotan publik sebenarnya apa yang terjadi di balik kenaikan ini berikut penjelasannya,halo rublikpolian naik harga pertamax sempat jadi sorot publik benar apa jadi balik naik ikut jelas
2076894310583390336,Tue Jul 14 04:59:25 +0000 2026,Saddammm,maulanaasaddam,"In this economy, emang orang Indo tuh ada aja gebrakannya👀

Sampai ngakalin untuk ngoplos BBM buat dapat ""Pertamax"" versi lebih murah gini. 

Konsepnya tuh oplos Pertalite sama Turbo biar dapet Ron 92.

Dari konsep ini, bisa dapetin Pertamax dengan Harga 13.333, hampir 3 ribu https://t.co/n7kUbuSsTS",in this economy emang orang indo tuh ada aja gebrakannya sampai ngakalin untuk ngoplos bbm buat dapat pertamax versi lebih murah gini konsepnya tuh oplos pertalite sama turbo biar dapet ron dari konsep ini bisa dapetin pertamax dengan harga hampir ribu,ini this economy memang orang indonesia tuh ada saja gebrakannya sampai ngakalin untuk ngoplos bbm buat dapat pertamax versi lebih murah begini konsepnya tuh oplos pertalite sama turbo biar dapat ron dari konsep ini bisa mendapatkan pertamax dengan harga hampir ribu,this economy memang orang indonesia tuh gebrak ngakalin ngoplos bbm buat pertamax versi lebih murah begini konsep tuh oplos pertalite sama turbo biar ron konsep dapat pertamax harga hampir ribu
2076890866019688680,Tue Jul 14 04:45:43 +0000 2026,Haruto.,VowenHaruto,@ChorusOfIkhlas Kenapa nanya harga pertamax kan abang naik sepedah,kenapa nanya harga pertamax kan abang naik sepedah,kenapa bertanya harga pertamax kan abang naik sepedah,tanya harga pertamax kan abang naik dah
2076886159242977451,Tue Jul 14 04:27:01 +0000 2026,cece ☽̶☾,kaiyaagirll,@notefromalice efek pertamax naik nih😭,efek pertamax naik nih,efek pertamax naik nih,efek pertamax naik nih
2076876128288198928,Tue Jul 14 03:47:10 +0000 2026,Tribun Medan,tribunmedan,"Daftar Harga BBM Pertamina di Seluruh SPBU, Pertamax Turbo 19.750, Pertalite, Solar Habis di Medan

https://t.co/hvYOjRiHqg via @tribunmedan",daftar harga bbm pertamina di seluruh spbu pertamax turbo pertalite solar habis di medan via,daftar harga bbm pertamina di seluruh spbu pertamax turbo pertalite solar habis di medan via,daftar harga bbm pertamina seluruh spbu pertamax turbo pertalite solar habis medan via
2076861447813128258,Tue Jul 14 02:48:50 +0000 2026,skrrr 🐙♑,cloud_jone,@ilyknowbit Dikit lagi nyamain harga pertamax turbo nihh 🤣🤣,dikit lagi nyamain harga pertamax turbo nihh,dikit lagi menyamakan harga pertamax turbo nih,dikit sama harga pertamax turbo nih
2076858958661419010,Tue Jul 14 02:38:56 +0000 2026,sha - slow 🦖,dearlyijeno,"@tebakhadiah bilang kak, pertamax naik, klo nyetir hilang arah gini cuma buang waktu sma tenaga 😭😭",bilang kak pertamax naik klo nyetir hilang arah gini cuma buang waktu sma tenaga,bilang kak pertamax naik kalo nyetir hilang arah begini cuma buang waktu sama tenaga,bilang kak pertamax naik nyetir hilang arah begini cuma buang waktu sama tenaga
2076854981391757759,Tue Jul 14 02:23:08 +0000 2026,6!,chaestrlla,"naik motor palingan 45-50 menit, bensin pertalite (kmrn2 pake pertamax tpi gpp ganti pertalite) kyknya sekitar 12rb PP, parkir 10rb.

naik krl + tj bisa 1 ½ jam, biaya transum 13rb PP, parkir stasiun 5rb

kyknya mendingan naik motor krn rute naik motor direct bgt unlike transum",naik motor palingan menit bensin pertalite kmrn pake pertamax tpi gpp ganti pertalite kyknya sekitar rb pp parkir rb naik krl tj bisa jam biaya transum rb pp parkir stasiun rb kyknya mendingan naik motor krn rute naik motor direct bgt unlike transum,naik motor palingan menit bensin pertalite kemarin pakai pertamax tapi enggak apa-apa ganti pertalite kayaknya sekitar ribu pp parkir ribu naik krl tj bisa jam biaya transum ribu pp parkir stasiun ribu kayaknya mendingan naik motor karena rute naik motor direct banget unlike transum,naik motor paling menit bensin pertalite kemarin pakai pertamax enggak apa ganti pertalite kayak ribu pp parkir ribu naik krl tj jam biaya transum ribu pp parkir stasiun ribu kayak mending naik motor rute naik motor direct banget unlike transum
2076854874441200033,Tue Jul 14 02:22:42 +0000 2026,ikhsan,ikhsanhdy,@maliiih28 Pelemahan rupiah murni karena faktor eksternal (dolar AS lagi kuat akibat kebijakan suku bunga The Fed). Penyesuaian harga Pertamax justru langkah penting untuk menjaga APBN agar tetap sehat dan fundamental ekonomi kita tetap dinilai kuat oleh investor global,pelemahan rupiah murni karena faktor eksternal dolar as lagi kuat akibat kebijakan suku bunga the fed penyesuaian harga pertamax justru langkah penting untuk menjaga apbn agar tetap sehat dan fundamental ekonomi kita tetap dinilai kuat oleh investor global,pelemahan rupiah murni karena faktor eksternal dolar as lagi kuat akibat kebijakan suku bunga the fed penyesuaian harga pertamax justru langkah penting untuk menjaga apbn agar tetap sehat dan fundamental ekonomi kita tetap dinilai kuat oleh investor global,lemah rupiah murni faktor eksternal dolar as kuat akibat bijak suku bunga the fed sesuai harga pertamax justru langkah penting jaga apbn tetap sehat fundamental ekonomi tetap nilai kuat investor global
2076848617990848725,Tue Jul 14 01:57:51 +0000 2026,𝖆𝖎,anindrastiwii,"Motorku awalnya pertamax turbo. Naik pertama. Naik kedua aku pindah pertamax. Terus pertamax ikut naik karena minyak dunia naik. Pas minyak dunia turun, kok pertamax gaikut turun sampai sekarang? 
Turbo sempat mengalami penurunan. Skrg aku belum update karena belum ke spbu.",motorku awalnya pertamax turbo naik pertama naik kedua aku pindah pertamax terus pertamax ikut naik karena minyak dunia naik pas minyak dunia turun kok pertamax gaikut turun sampai sekarang turbo sempat mengalami penurunan skrg aku belum update karena belum ke spbu,motorku awalnya pertamax turbo naik pertama naik kedua aku pindah pertamax terus pertamax ikut naik karena minyak dunia naik pas minyak dunia turun kok pertamax gaikut turun sampai sekarang turbo sempat mengalami penurunan sekarang aku belum update karena belum ke spbu,motor awal pertamax turbo naik pertama naik dua aku pindah pertamax terus pertamax ikut naik minyak dunia naik pas minyak dunia turun pertamax gaikut turun sekarang turbo sempat alami turun sekarang aku update spbu
2076844850562175442,Tue Jul 14 01:42:52 +0000 2026,Jesky ,jesjesky,"Naik lagi harga minyak dunia, makin lama aja deh nih pertamax turun. Kelakuan emang nih trum",naik lagi harga minyak dunia makin lama aja deh nih pertamax turun kelakuan emang nih trum,naik lagi harga minyak dunia makin lama saja deh nih pertamax turun kelakuan memang nih trum,naik harga minyak dunia makin lama nih pertamax turun laku memang nih trum
2076843005194150328,Tue Jul 14 01:35:32 +0000 2026,RinduRTdanbacot,Utha_san,@HailPhoenix Bangeet kita ujung2nya dipaksa untuk beli pertamax. Kalau gaji naik 50% gpp dah ini gaji naiknya cuman 3 4 persen doang,bangeet kita ujungnya dipaksa untuk beli pertamax kalau gaji naik gpp dah ini gaji naiknya cuman persen doang,banget kita ujungnya dipaksa untuk beli pertamax kalau gaji naik enggak apa-apa deh ini gaji naiknya cuman persen doang,banget ujung paksa beli pertamax kalau gaji naik enggak apa gaji naik cuman persen doang
2076839700317565018,Tue Jul 14 01:22:25 +0000 2026,Artha Dwi Lestari,ArthadwiLestari,kementerian ESDM benar harga BBM non subsidi seperti Pertamax harus turun jika minyak dunia melemah https://t.co/tZQwWtgwRn,kementerian esdm benar harga bbm non subsidi seperti pertamax harus turun jika minyak dunia melemah,kementerian esdm benar harga bbm non subsidi seperti pertamax harus turun jika minyak dunia melemah,menteri esdm benar harga bbm non subsidi pertamax turun minyak dunia lemah
2076822648374571474,Tue Jul 14 00:14:39 +0000 2026,Aisha Dara Safitri,aishadarasftr,pernyataan Dwi Anggia bagus sekali masyarakat butuh penyesuaian harga Pertamax ketika minyak dunia mengalami penurunan https://t.co/XMzysI8hik,pernyataan dwi anggia bagus sekali masyarakat butuh penyesuaian harga pertamax ketika minyak dunia mengalami penurunan,pernyataan dwi anggia bagus sekali masyarakat butuh penyesuaian harga pertamax ketika minyak dunia mengalami penurunan,nyata dwi anggia bagus sekali masyarakat butuh sesuai harga pertamax minyak dunia alami turun
2076819136685183418,Tue Jul 14 00:00:42 +0000 2026,Yasmine Mutiara Dewi,yasminemdewi,"mendukung penuh kebijakan Kementerian ESDM ya, kalau minyak dunia lemah harga Pertamax juga harus ikut turun https://t.co/yEoc2NFMad",mendukung penuh kebijakan kementerian esdm ya kalau minyak dunia lemah harga pertamax juga harus ikut turun,mendukung penuh kebijakan kementerian esdm ya kalau minyak dunia lemah harga pertamax juga harus ikut turun,dukung penuh bijak menteri esdm kalau minyak dunia lemah harga pertamax ikut turun
2076817989278785952,Mon Jul 13 23:56:08 +0000 2026,almachzumi™ 📶,almachzumi,@ca_ca_id Karena pertamax naik jadi pindah pertalite katanya,karena pertamax naik jadi pindah pertalite katanya,karena pertamax naik jadi pindah pertalite katanya,pertamax naik jadi pindah pertalite kata
2076816654491853066,Mon Jul 13 23:50:50 +0000 2026,Asura 🔥,Asura0599,"US nyerang Iran lagi bjir wkwk, kesepakatan gagal? Minyak mengudara lagi? 👹

Coba kita mulai dari kesepakatan damai bulan Juni kemarin, yang ternyata cuma manis di atas kertas doang.

Jadi US sepakat sama Iran hormuz dibuka dan Iran gak boleh punya nuklir. Iran emang janji gak https://t.co/OGOtB8OjeH",us nyerang iran lagi bjir wkwk kesepakatan gagal minyak mengudara lagi coba kita mulai dari kesepakatan damai bulan juni kemarin yang ternyata cuma manis di atas kertas doang jadi us sepakat sama iran hormuz dibuka dan iran gak boleh punya nuklir iran emang janji gak,us menyerang iran lagi bjir wkwk kesepakatan gagal minyak mengudara lagi coba kita mulai dari kesepakatan damai bulan juni kemarin yang ternyata cuma manis di atas kertas doang jadi us sepakat sama iran hormuz dibuka dan iran enggak boleh punya nuklir iran memang janji enggak,us serang iran bjir wkwk sepakat gagal minyak udara coba mulai sepakat damai bulan juni kemarin nyata cuma manis atas kertas doang jadi us sepakat sama iran hormuz buka iran enggak punya nuklir iran memang janji enggak
2076806421933707544,Mon Jul 13 23:10:10 +0000 2026,Aisha Dara Safitri,aishadarasftr,kementerian ESDM memang selalu siap menyesuaikan harga Pertamax sesuai fluktuasi minyak dunia jadi kalau harga melemah pasti langsung turun untuk masyarakat https://t.co/mvPJ7P2sVj,kementerian esdm memang selalu siap menyesuaikan harga pertamax sesuai fluktuasi minyak dunia jadi kalau harga melemah pasti langsung turun untuk masyarakat,kementerian esdm memang selalu siap menyesuaikan harga pertamax sesuai fluktuasi minyak dunia jadi kalau harga melemah pasti langsung turun untuk masyarakat,menteri esdm memang selalu siap sesuai harga pertamax sesuai fluktuasi minyak dunia jadi kalau harga lemah langsung turun masyarakat
2076805007173898337,Mon Jul 13 23:04:33 +0000 2026,Fira Ayu Pertiwi,ayufirapertiwi,saya percaya Kementerian ESDM akan buat harga Pertamax turun kalau minyak dunia melemah sesuai mekanisme ekonomi https://t.co/qYSOvvvyTt,saya percaya kementerian esdm akan buat harga pertamax turun kalau minyak dunia melemah sesuai mekanisme ekonomi,saya percaya kementerian esdm akan buat harga pertamax turun kalau minyak dunia melemah sesuai mekanisme ekonomi,percaya menteri esdm buat harga pertamax turun kalau minyak dunia lemah sesuai mekanisme ekonomi
2076800971884413285,Mon Jul 13 22:48:31 +0000 2026,Dini Ayu Wulandari,Wulandariayudi,dukungan penuh buat ESDM yang siap menurunkan harga Pertamax mengikuti kondisi minyak dunia yang sedang melemah saat ini https://t.co/6XRKW61JeD,dukungan penuh buat esdm yang siap menurunkan harga pertamax mengikuti kondisi minyak dunia yang sedang melemah saat ini,dukungan penuh buat esdm yang siap menurunkan harga pertamax mengikuti kondisi minyak dunia yang sedang melemah saat ini,dukung penuh buat esdm siap turun harga pertamax ikut kondisi minyak dunia sedang lemah
2076800304855801938,Mon Jul 13 22:45:52 +0000 2026,OkkyNugraha,OkkyNugrahaaa,kalau minyak dunia terus melemah pasti ESDM akan segera turunkan harga Pertamax seperti yang sudah diungkapkan juru bicaranya tadi https://t.co/fW8hKk8Xds,kalau minyak dunia terus melemah pasti esdm akan segera turunkan harga pertamax seperti yang sudah diungkapkan juru bicaranya tadi,kalau minyak dunia terus melemah pasti esdm akan segera turunkan harga pertamax seperti yang sudah diungkapkan juru bicaranya tadi,kalau minyak dunia terus lemah esdm segera turun harga pertamax ungkap juru bicara tadi
2076786188032364710,Mon Jul 13 21:49:46 +0000 2026,Cindy Novita Wulandari,cindynvtawulan,dengan pernyataan resmi dari ESDM ini kita bisa optimis harga Pertamax bakal turun saat minyak dunia melemah sesuai mekanisme pasar yang adil https://t.co/9Kx5VhH9ZB,dengan pernyataan resmi dari esdm ini kita bisa optimis harga pertamax bakal turun saat minyak dunia melemah sesuai mekanisme pasar yang adil,dengan pernyataan resmi dari esdm ini kita bisa optimis harga pertamax bakal turun saat minyak dunia melemah sesuai mekanisme pasar yang adil,nyata resmi esdm optimis harga pertamax bakal turun minyak dunia lemah sesuai mekanisme pasar adil
2076780719465267707,Mon Jul 13 21:28:02 +0000 2026,Yovita Kirana Sari,yovitakiranaa,bagus sekali komitmen ESDM yang memastikan harga Pertamax turun mengikuti melemahnya minyak dunia tanpa menunggu lama lama lagi https://t.co/4REuNdh5rz,bagus sekali komitmen esdm yang memastikan harga pertamax turun mengikuti melemahnya minyak dunia tanpa menunggu lama lama lagi,bagus sekali komitmen esdm yang memastikan harga pertamax turun mengikuti melemahnya minyak dunia tanpa menunggu lama lama lagi,bagus sekali komitmen esdm pasti harga pertamax turun ikut lemah minyak dunia tunggu lama lama
2076776303504806228,Mon Jul 13 21:10:30 +0000 2026,Artha Dwi Lestari,arthadwils,langkah ESDM yang responsif terhadap fluktuasi minyak dunia ini bagus karena bisa bikin harga Pertamax ikut turun cepat untuk rakyat https://t.co/jpciGeOpba,langkah esdm yang responsif terhadap fluktuasi minyak dunia ini bagus karena bisa bikin harga pertamax ikut turun cepat untuk rakyat,langkah esdm yang responsif terhadap fluktuasi minyak dunia ini bagus karena bisa bikin harga pertamax ikut turun cepat untuk rakyat,langkah esdm responsif fluktuasi minyak dunia bagus bikin harga pertamax ikut turun cepat rakyat
2076771700180668739,Mon Jul 13 20:52:12 +0000 2026,Bagus Agung Prabowo,AgungBprabowo,"bagus sekali info dari Kementerian ESDM, semoga harga Pertamax cepat turun seiring melemahnya harga minyak global https://t.co/Rf7BRYtgAX",bagus sekali info dari kementerian esdm semoga harga pertamax cepat turun seiring melemahnya harga minyak global,bagus sekali info dari kementerian esdm semoga harga pertamax cepat turun seiring melemahnya harga minyak global,bagus sekali info menteri esdm moga harga pertamax cepat turun iring lemah harga minyak global
2076770805237837985,Mon Jul 13 20:48:39 +0000 2026,Carisa Ayu Maharani,carisayumhr,langkah ESDM yang responsif terhadap fluktuasi minyak dunia ini bagus karena bisa bikin harga Pertamax ikut turun cepat untuk rakyat https://t.co/0IUY9UX2Wp,langkah esdm yang responsif terhadap fluktuasi minyak dunia ini bagus karena bisa bikin harga pertamax ikut turun cepat untuk rakyat,langkah esdm yang responsif terhadap fluktuasi minyak dunia ini bagus karena bisa bikin harga pertamax ikut turun cepat untuk rakyat,langkah esdm responsif fluktuasi minyak dunia bagus bikin harga pertamax ikut turun cepat rakyat
2076769406995288538,Mon Jul 13 20:43:05 +0000 2026,eduuuu,eduardop2131,dengan pernyataan resmi dari ESDM ini kita bisa optimis harga Pertamax bakal turun saat minyak dunia melemah sesuai mekanisme pasar yang adil https://t.co/TvTqSVpxvn,dengan pernyataan resmi dari esdm ini kita bisa optimis harga pertamax bakal turun saat minyak dunia melemah sesuai mekanisme pasar yang adil,dengan pernyataan resmi dari esdm ini kita bisa optimis harga pertamax bakal turun saat minyak dunia melemah sesuai mekanisme pasar yang adil,nyata resmi esdm optimis harga pertamax bakal turun minyak dunia lemah sesuai mekanisme pasar adil
2076765518862962973,Mon Jul 13 20:27:38 +0000 2026,Yovita Kirana Sari,yovitakiranaa,"dukungan penuh untuk Kementerian ESDM, semoga harga Pertamax segera disesuaikan kalau minyak dunia semakin lemah https://t.co/TYnF6KfO0t",dukungan penuh untuk kementerian esdm semoga harga pertamax segera disesuaikan kalau minyak dunia semakin lemah,dukungan penuh untuk kementerian esdm semoga harga pertamax segera disesuaikan kalau minyak dunia semakin lemah,dukung penuh menteri esdm moga harga pertamax segera sesuai kalau minyak dunia makin lemah
2076762544379982274,Mon Jul 13 20:15:49 +0000 2026,Artha Dwi Lestari,arthadwils,langkah ESDM yang responsif terhadap fluktuasi minyak dunia ini bagus karena bisa bikin harga Pertamax ikut turun cepat untuk rakyat https://t.co/vd4C3s0Fkd,langkah esdm yang responsif terhadap fluktuasi minyak dunia ini bagus karena bisa bikin harga pertamax ikut turun cepat untuk rakyat,langkah esdm yang responsif terhadap fluktuasi minyak dunia ini bagus karena bisa bikin harga pertamax ikut turun cepat untuk rakyat,langkah esdm responsif fluktuasi minyak dunia bagus bikin harga pertamax ikut turun cepat rakyat
2076761780685263194,Mon Jul 13 20:12:47 +0000 2026,Gwyneth Tri Asmara,Gwynetriasma,"setuju dengan ESDM, harga Pertamax pasti ada penyesuaian turun mengikuti harga minyak dunia yang melemah https://t.co/6tUPudkvwT",setuju dengan esdm harga pertamax pasti ada penyesuaian turun mengikuti harga minyak dunia yang melemah,setuju dengan esdm harga pertamax pasti ada penyesuaian turun mengikuti harga minyak dunia yang melemah,tuju esdm harga pertamax sesuai turun ikut harga minyak dunia lemah
2076746891115794437,Mon Jul 13 19:13:37 +0000 2026,Clarissa Tri Ayu,clarisatayu,"pernyataan ESDM masuk akal, harga Pertamax memang harus disesuaikan turun kalau minyak dunia melemah https://t.co/OinvNGUn52",pernyataan esdm masuk akal harga pertamax memang harus disesuaikan turun kalau minyak dunia melemah,pernyataan esdm masuk akal harga pertamax memang harus disesuaikan turun kalau minyak dunia melemah,nyata esdm masuk akal harga pertamax memang sesuai turun kalau minyak dunia lemah
2076745228296540444,Mon Jul 13 19:07:01 +0000 2026,ElvianaRizkiDewi,ElvianaRizkiaa,saya dukung Kementerian ESDM yang bilang harga Pertamax akan turun kalau minyak dunia melemah agar lebih sesuai pasar https://t.co/KAahM9vkvS,saya dukung kementerian esdm yang bilang harga pertamax akan turun kalau minyak dunia melemah agar lebih sesuai pasar,saya dukung kementerian esdm yang bilang harga pertamax akan turun kalau minyak dunia melemah agar lebih sesuai pasar,dukung menteri esdm bilang harga pertamax turun kalau minyak dunia lemah lebih sesuai pasar
2076726730208030865,Mon Jul 13 17:53:30 +0000 2026,Ilmufirasat,theaqyal,"Rezim iran ini yang membuat harga pertamax naik, harga plastik naik, harga-harga naik + inflasi. Sudah waktunya hormuz dibebaskan. Rezim iran jauh lebih pengecut dari yang kita kira.",rezim iran ini yang membuat harga pertamax naik harga plastik naik harga harga naik inflasi sudah waktunya hormuz dibebaskan rezim iran jauh lebih pengecut dari yang kita kira,rezim iran ini yang membuat harga pertamax naik harga plastik naik harga harga naik inflasi sudah waktunya hormuz dibebaskan rezim iran jauh lebih pengecut dari yang kita kira,rezim iran buat harga pertamax naik harga plastik naik harga harga naik inflasi waktu hormuz bebas rezim iran jauh lebih kecut kira
2076718986222620871,Mon Jul 13 17:22:44 +0000 2026,bell,savirabellaaa,@txtdrbekasi curiga harga pertamax mau turun jadi di bikin cerita seolah olah pertalite langka biar pada beli pertamax yang dijual masih harga mahal,curiga harga pertamax mau turun jadi di bikin cerita seolah olah pertalite langka biar pada beli pertamax yang dijual masih harga mahal,curiga harga pertamax mau turun jadi di bikin cerita seolah olah pertalite langka biar pada beli pertamax yang dijual masih harga mahal,curiga harga pertamax mau turun jadi bikin cerita olah pertalite langka biar beli pertamax jual harga mahal
2076705409466015979,Mon Jul 13 16:28:47 +0000 2026,TheOneOnly,andrewibu99,"@txtdrimedia Kan yang naik pertamax kok yg pake pertalite ribut siihh, ucap si otak tolol kemarin",kan yang naik pertamax kok yg pake pertalite ribut siihh ucap si otak tolol kemarin,kan yang naik pertamax kok yang pakai pertalite ribut sih ucap sih otak tolol kemarin,kan naik pertamax pakai pertalite ribut ucap otak tolol kemarin
2076695570278957089,Mon Jul 13 15:49:41 +0000 2026,Fira Ayu Pertiwi,ayufirapertiwi,saya suka pendekatan ESDM yang transparan soal penurunan harga Pertamax ketika minyak dunia sedang turun https://t.co/JPYC6eT94N,saya suka pendekatan esdm yang transparan soal penurunan harga pertamax ketika minyak dunia sedang turun,saya suka pendekatan esdm yang transparan soal penurunan harga pertamax ketika minyak dunia sedang turun,suka dekat esdm transparan soal turun harga pertamax minyak dunia sedang turun
2076695437176922339,Mon Jul 13 15:49:10 +0000 2026,txt gajelas,txtdarigajelas,"@aldysuhanda_ kalo badmood, harga pertamax turun 10rb",kalo badmood harga pertamax turun rb,kalo badmood harga pertamax turun ribu,badmood harga pertamax turun ribu
2076692967918911662,Mon Jul 13 15:39:21 +0000 2026,Nova Juicy,novaflorian07,"Dulu pas pertamax naik, Ada beberapa temen yang bilang, Ah yang naik pertamax ini bukan Pertalite, naik juga ga banyak, kita yang isi pertalite mah aman, terus pas mahasiswanya demo Ah mahasiswa demo buat orang kaya yang isi pertamax!! 
DAMN, Udah 2hari ini cari Pertalite susah. https://t.co/upTaaKDAmN",dulu pas pertamax naik ada beberapa temen yang bilang ah yang naik pertamax ini bukan pertalite naik juga ga banyak kita yang isi pertalite mah aman terus pas mahasiswanya demo ah mahasiswa demo buat orang kaya yang isi pertamax damn udah hari ini cari pertalite susah,dulu pas pertamax naik ada beberapa teman yang bilang ah yang naik pertamax ini bukan pertalite naik juga enggak banyak kita yang isi pertalite mah aman terus pas mahasiswanya demo ah mahasiswa demo buat orang kayak yang isi pertamax damn sudah hari ini cari pertalite susah,dulu pas pertamax naik beberapa teman bilang ah naik pertamax bukan pertalite naik enggak banyak isi pertalite mah aman terus pas mahasiswa demo ah mahasiswa demo buat orang kayak isi pertamax damn hari cari pertalite susah
2076685883936547266,Mon Jul 13 15:11:12 +0000 2026,Fita Anggraini Lestari,Fitaanggrales,dukung ESDM karena memastikan harga Pertamax mengikuti tren turunnya harga minyak dunia demi masyarakat https://t.co/gj9Sw7307A,dukung esdm karena memastikan harga pertamax mengikuti tren turunnya harga minyak dunia demi masyarakat,dukung esdm karena memastikan harga pertamax mengikuti tren turunnya harga minyak dunia demi masyarakat,dukung esdm pasti harga pertamax ikut tren turun harga minyak dunia masyarakat
2076683095596802161,Mon Jul 13 15:00:07 +0000 2026,Aditya Wicaksana Nugraha,adityaWnugrahaa,juru bicara Kementerian ESDM sudah jelas bilang akan ada penyesuaian harga Pertamax ke bawah jika harga minyak dunia semakin melemah nantinya https://t.co/3YtjTOBDjq,juru bicara kementerian esdm sudah jelas bilang akan ada penyesuaian harga pertamax ke bawah jika harga minyak dunia semakin melemah nantinya,juru bicara kementerian esdm sudah jelas bilang akan ada penyesuaian harga pertamax ke bawah jika harga minyak dunia semakin melemah nantinya,juru bicara menteri esdm jelas bilang sesuai harga pertamax bawah harga minyak dunia makin lemah nanti
2076675482846912948,Mon Jul 13 14:29:52 +0000 2026,Fira Ayu Pertiwi,ayufirapertiwi,dengan pernyataan resmi dari ESDM ini kita bisa optimis harga Pertamax bakal turun saat minyak dunia melemah sesuai mekanisme pasar yang adil https://t.co/ZqiDnwQJXt,dengan pernyataan resmi dari esdm ini kita bisa optimis harga pertamax bakal turun saat minyak dunia melemah sesuai mekanisme pasar yang adil,dengan pernyataan resmi dari esdm ini kita bisa optimis harga pertamax bakal turun saat minyak dunia melemah sesuai mekanisme pasar yang adil,nyata resmi esdm optimis harga pertamax bakal turun minyak dunia lemah sesuai mekanisme pasar adil
2076674962979766496,Mon Jul 13 14:27:48 +0000 2026,layla,Ayaningie_,"Tapi boleh ga sih itu harga pertamax tolong turunin dong, nangis gue ke shiramedia klo sebiji doang 😭🙏",tapi boleh ga sih itu harga pertamax tolong turunin dong nangis gue ke shiramedia klo sebiji doang,tapi boleh enggak sih itu harga pertamax tolong turunin dong menangis gue ke shiramedia kalo sebiji doang,enggak harga pertamax turunin dong menang gue shiramedia biji doang
2076672190657987063,Mon Jul 13 14:16:47 +0000 2026,Gwyneth Ayu Pertiwi,GwynetaPertiwi,keren ESDM ingatkan pelaku usaha untuk sesuaikan harga Pertamax turun saat minyak dunia melemah https://t.co/DB00nTrA5B,keren esdm ingatkan pelaku usaha untuk sesuaikan harga pertamax turun saat minyak dunia melemah,keren esdm ingatkan pelaku usaha untuk sesuaikan harga pertamax turun saat minyak dunia melemah,keren esdm ingat laku usaha sesuai harga pertamax turun minyak dunia lemah
2076669612641640474,Mon Jul 13 14:06:32 +0000 2026,Chitra Malini Ayu,Malinichitraayu,kementerian ESDM terus memantau dan siap turunkan harga Pertamax begitu minyak dunia melemah sehingga konsumen bisa dapat keuntungan langsung https://t.co/2uc6SYjDiZ,kementerian esdm terus memantau dan siap turunkan harga pertamax begitu minyak dunia melemah sehingga konsumen bisa dapat keuntungan langsung,kementerian esdm terus memantau dan siap turunkan harga pertamax begitu minyak dunia melemah sehingga konsumen bisa dapat keuntungan langsung,menteri esdm terus pantau siap turun harga pertamax minyak dunia lemah konsumen untung langsung
2076660890448048273,Mon Jul 13 13:31:53 +0000 2026,Love Like You (Liyu!),chbuei,@taqrae Kenapa aku nggak boleh ngebut abang pasti karena takut bensinnya cepet abis terus abang nggak bisa ngisi soalnya pertamax per liter lagi naik yah..? 😹💧,kenapa aku nggak boleh ngebut abang pasti karena takut bensinnya cepet abis terus abang nggak bisa ngisi soalnya pertamax per liter lagi naik yah,kenapa aku enggak boleh ngebut abang pasti karena takut bensinnya cepat habis terus abang enggak bisa ngisi soalnya pertamax per liter lagi naik ya,aku enggak ngebut abang takut bensin cepat habis terus abang enggak ngisi soal pertamax per liter naik
2076659074872348731,Mon Jul 13 13:24:40 +0000 2026,Andara Dara Utami,andaraautami,"klarifikasi juru bicara ESDM bagus, artinya Pertamax bisa lebih murah kalau harga minyak global turun https://t.co/WrItS3Ue4S",klarifikasi juru bicara esdm bagus artinya pertamax bisa lebih murah kalau harga minyak global turun,klarifikasi juru bicara esdm bagus artinya pertamax bisa lebih murah kalau harga minyak global turun,klarifikasi juru bicara esdm bagus arti pertamax lebih murah kalau harga minyak global turun
2076658771959673106,Mon Jul 13 13:23:28 +0000 2026,Githa Kirana Ayu,Kiranaayugi,pernyataan juru bicara ESDM sangat mendukung masyarakat yang berharap harga Pertamax ikut turun https://t.co/OLtuicqC1n,pernyataan juru bicara esdm sangat mendukung masyarakat yang berharap harga pertamax ikut turun,pernyataan juru bicara esdm sangat mendukung masyarakat yang berharap harga pertamax ikut turun,nyata juru bicara esdm sangat dukung masyarakat harap harga pertamax ikut turun
2076655753046507670,Mon Jul 13 13:11:28 +0000 2026,Mira Dara Utami,megaftilestarii,"pernyataan Dwi Anggia meyakinkan, penurunan harga minyak dunia akan diikuti penurunan harga Pertamax juga https://t.co/LQtsods53n",pernyataan dwi anggia meyakinkan penurunan harga minyak dunia akan diikuti penurunan harga pertamax juga,pernyataan dwi anggia meyakinkan penurunan harga minyak dunia akan diikuti penurunan harga pertamax juga,nyata dwi anggia yakin turun harga minyak dunia ikut turun harga pertamax
